seed,sample,method,lam,ari,nmi,n_clusters,res,sec
0,1DPI,v2_lam0.0,0.0,0.42684999045211164,0.618160310407566,16,1.5,31.4
0,3DPI,v2_lam0.0,0.0,0.4441244231725887,0.6079896762797597,8,0.3,6.7
0,7DPI,v2_lam0.0,0.0,0.5068644577073489,0.6229322485172762,12,0.8,12.1
0,Ctrl,v2_lam0.0,0.0,0.40233685897615173,0.5988897136976953,18,1.5,12.4
