seed,sample,variant,ari,nmi,n_clusters,res
0,1DPI,full,0.5484262671889131,0.7276944718524985,9,0.3
0,1DPI,prune_lr,0.5485784458858907,0.7280736782621066,9,0.3
0,1DPI,local_feat,0.5664480848302271,0.7326549622832615,9,0.3
0,1DPI,rand_feat,0.5399648527408472,0.7203675275680954,9,0.3
0,1DPI,dist_matched,0.5400668010852803,0.7240147358347285,9,0.3
0,1DPI,spatial_only,0.5257106955539353,0.7154872509176895,9,0.3
